DATE,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SMA9,SMA21,BBdown,BBmavg,BBup,OBV,RSI,SOfastK,SOfastD,SOslowD,MACD,MACDSinal
14/07/2014,119.63,120.18,119.63,120.03,850,758,120.78,121.82,119.42,121.74,124.06,14712,33.92945918,0.057251908,0.019083969,0.006361323,-0.296514963,-0.183569991
15/07/2014,120.45,121.00,120.20,120.50,1370,427,120.62,121.68,119.39,121.58,123.77,15139,40.30412483,0.236641221,0.097964377,0.039016115,-0.288824873,-0.209883711
16/07/2014,120.00,120.20,120.00,120.00,290,354,120.42,121.50,119.30,121.40,123.50,14785,36.29247543,0.045801527,0.113231552,0.076759966,-0.300644884,-0.232574005
17/07/2014,119.61,119.90,119.45,119.65,820,250,120.17,121.32,119.14,121.23,123.32,14535,33.75938483,0,0.094147583,0.10178117,-0.321108373,-0.254707597
18/07/2014,119.80,119.80,119.35,119.35,90,14,120.00,121.14,118.98,121.05,123.12,14521,31.71599881,0,0.015267176,0.074215437,-0.345931416,-0.277513551
21/07/2014,119.35,119.65,119.15,119.40,650,469,119.87,120.97,118.82,120.89,122.97,14990,32.44986278,0.019230769,0.006410256,0.038608338,-0.358711879,-0.297813133
22/07/2014,119.01,119.30,118.85,118.90,980,800,119.74,120.80,118.58,120.73,122.87,14190,29.08372898,0,0.006410256,0.009362563,-0.385763438,-0.31980071
23/07/2014,119.15,119.15,118.90,118.95,470,438,119.63,120.64,118.38,120.57,122.75,14628,29.86720256,0.016949153,0.012059974,0.008293496,-0.399777198,-0.339794832
24/07/2014,118.90,118.94,118.79,118.79,900,1075,119.51,120.48,118.20,120.40,122.60,13553,28.77178444,0,0.005649718,0.008039983,-0.412547988,-0.357983121
25/07/2014,118.75,118.95,118.60,118.75,630,434,119.37,120.32,118.02,120.26,122.50,13119,28.49045867,0,0.005649718,0.00778647,-0.418966454,-0.373228954
28/07/2014,119.01,119.11,119.01,119.06,180,252,119.21,120.20,117.91,120.14,122.37,13371,33.8858565,0.177142857,0.059047619,0.023449018,-0.405077841,-0.381191176
29/07/2014,119.14,119.14,119.04,119.04,360,867,119.10,120.09,117.97,119.97,121.96,12504,33.70914687,0.165714286,0.114285714,0.059661017,-0.389888725,-0.383365563
30/07/2014,118.91,118.95,118.90,118.95,180,185,119.02,119.92,118.00,119.82,121.64,12319,32.87824901,0.114285714,0.152380952,0.108571429,-0.376933703,-0.381757598
31/07/2014,121.60,121.99,121.60,121.99,2390,675,119.31,119.92,117.96,119.83,121.69,12994,64.61008315,1,0.426666667,0.231111111,-0.229567402,-0.343710049
01/08/2014,121.80,122.00,121.70,121.90,520,287,119.59,119.93,117.96,119.83,121.71,12707,63.65070739,0.972222222,0.695502646,0.424850088,-0.115964367,-0.286773629
04/08/2014,121.89,121.89,121.49,121.79,620,323,119.91,119.92,117.86,119.88,121.89,12384,62.4305373,0.938271605,0.970164609,0.69744464,-0.030905311,-0.222806549
05/08/2014,121.80,122.30,121.70,122.20,2020,862,120.27,119.99,117.72,119.96,122.19,13246,65.11485277,1,0.970164609,0.878610621,0.053290553,-0.153782274
06/08/2014,122.20,122.50,122.10,122.50,1110,456,120.69,120.08,117.58,120.08,122.57,13702,66.97425471,1,0.979423868,0.973251029,0.130907506,-0.082609829
07/08/2014,122.50,122.90,122.25,122.70,2100,512,121.13,120.20,117.47,120.22,122.96,14214,68.19147633,1,1,0.983196159,0.198059448,-0.01244251
08/08/2014,123.00,123.00,122.30,122.55,1190,326,121.51,120.33,117.43,120.35,123.27,13888,66.22017374,0.962025316,0.987341772,0.98892188,0.241217872,0.050972586
11/08/2014,122.38,122.68,122.18,122.43,500,115,121.89,120.45,117.42,120.47,123.52,13773,64.61099496,0.93164557,0.964556962,0.983966245,0.266478359,0.104849029
12/08/2014,122.50,123.40,122.50,123.05,1000,694,122.35,120.59,117.35,120.60,123.85,14467,68.82603028,1,0.964556962,0.972151899,0.309042839,0.155897482
13/08/2014,123.01,123.65,122.50,123.50,1090,486,122.51,120.74,117.30,120.77,124.25,14953,71.48107323,1,0.97721519,0.968776371,0.357176959,0.206217351
14/08/2014,123.25,124.30,123.25,124.10,1160,574,122.76,120.93,117.28,121.00,124.71,15527,74.58870568,1,1,0.980590717,0.415284588,0.25848416
15/08/2014,124.50,124.95,124.50,124.70,580,608,123.08,121.17,117.29,121.26,125.23,16135,77.25752338,1,1,0.992405063,0.480249073,0.313925388
18/08/2014,124.60,124.95,124.25,124.90,440,280,123.38,121.44,117.37,121.54,125.71,16415,78.08379146,1,1,1,0.532716713,0.36862322
19/08/2014,125.55,125.90,125.40,125.80,420,323,123.75,121.74,117.50,121.88,126.26,16738,81.3648457,1,1,1,0.604135945,0.427501401
20/08/2014,125.95,126.00,125.70,125.70,260,94,124.08,122.06,117.76,122.22,126.68,16644,79.93293505,0.975062344,0.991687448,0.997229149,0.647301351,0.482451388
21/08/2014,125.40,125.75,125.25,125.75,390,172,124.44,122.39,118.15,122.57,126.99,16816,80.12130932,0.987531172,0.987531172,0.993072873,0.674293655,0.530411955
22/08/2014,125.55,125.60,125.25,125.60,530,594,124.79,122.71,118.67,122.91,127.15,16222,77.7629162,0.944444444,0.969012654,0.982743758,0.680077085,0.567828237
25/08/2014,125.71,125.71,125.10,125.40,700,277,125.05,123.03,119.24,123.23,127.21,15945,74.60946924,0.881305638,0.937760418,0.964768081,0.667281938,0.592691663
26/08/2014,125.60,126.00,125.60,126.00,2180,773,125.33,123.36,119.91,123.58,127.24,16718,77.5506559,1,0.941916694,0.949563255,0.673451891,0.61288172
27/08/2014,126.38,126.48,126.33,126.38,490,228,125.58,123.71,120.76,123.95,127.14,16946,79.19444867,1,0.960435213,0.946704108,0.685085757,0.630932729
28/08/2014,126.65,126.75,126.65,126.70,270,167,125.80,124.08,120.91,124.18,127.45,17113,80.48999194,1,1,0.967450636,0.698284563,0.647770688
29/08/2014,129.30,129.75,129.00,129.35,640,670,126.30,124.43,120.75,124.56,128.36,17783,87.45605514,1,1,0.986811738,0.808324812,0.687909219
01/09/2014,129.20,129.20,128.70,129.05,530,116,126.66,124.77,120.86,124.92,128.97,17667,83.80788643,0.948717949,0.982905983,0.994301994,0.870350929,0.733519646
02/09/2014,128.85,129.00,128.65,128.70,560,159,126.99,125.10,121.07,125.24,129.41,17508,79.63423372,0.876190476,0.941636142,0.974847375,0.892503977,0.773265729
03/09/2014,128.11,128.30,127.80,128.05,940,352,127.25,125.38,121.38,125.52,129.66,17156,72.4210615,0.720430108,0.848446177,0.924329434,0.871371722,0.797792227
04/09/2014,128.50,128.70,127.85,127.95,670,264,127.51,125.64,121.73,125.78,129.84,16892,71.35029786,0.685393258,0.760671281,0.8502512,0.83938825,0.808191233
05/09/2014,127.35,127.90,127.05,127.90,850,227,127.79,125.88,122.18,126.05,129.92,16665,70.7867441,0.632911392,0.679578253,0.76289857,0.801449196,0.806505724
08/09/2014,128.00,128.20,127.75,127.85,450,139,127.99,126.14,122.76,126.32,129.89,16526,70.18971197,0.620253165,0.646185938,0.695478491,0.759392215,0.794727347
09/09/2014,127.79,128.89,127.64,128.89,890,316,128.27,126.44,123.21,126.61,130.01,16842,74.92672749,0.883544304,0.712236287,0.679333493,0.758905464,0.785771876
10/09/2014,128.20,129.09,128.20,128.84,540,186,128.51,126.72,123.67,126.88,130.09,16656,74.31530941,0.870886076,0.791561181,0.716661136,0.746477263,0.775948223
11/09/2014,128.51,128.96,128.51,128.96,310,181,128.47,126.98,124.06,127.12,130.19,16837,74.8458362,0.901265823,0.885232068,0.796343179,0.731830368,0.764918759
12/09/2014,129.00,129.00,128.75,128.85,290,85,128.44,127.21,124.39,127.33,130.27,16752,73.35018503,0.850746269,0.874299389,0.850364213,0.706366914,0.750280798
15/09/2014,128.18,128.33,128.18,128.33,290,155,128.40,127.38,124.75,127.50,130.25,16597,66.57715152,0.656565657,0.802859249,0.854130235,0.656300863,0.726785814
16/09/2014,128.15,128.35,128.10,128.25,220,138,128.42,127.54,124.97,127.63,130.28,16459,65.57395796,0.58490566,0.697405862,0.7915215,0.605532006,0.696472362
17/09/2014,128.20,128.30,127.95,128.30,270,78,128.46,127.66,125.24,127.76,130.27,16537,65.91960185,0.3,0.513823772,0.671362961,0.560130123,0.662386802
18/09/2014,128.15,128.65,128.15,128.65,80,31,128.55,127.80,125.54,127.90,130.26,16568,68.31756789,0.666666667,0.517190776,0.576140137,0.531610715,0.62969278
19/09/2014,128.60,128.90,128.60,128.80,270,290,128.65,127.94,125.92,128.06,130.20,16858,69.31408629,0.855855856,0.607507508,0.546174019,0.508517857,0.599399049
22/09/2014,128.50,128.65,128.50,128.65,50,8,128.63,128.09,126.45,128.22,129.99,16850,67.04314517,0.720720721,0.747747748,0.624148677,0.477845302,0.569010613
23/09/2014,128.70,128.70,128.65,128.65,190,127,128.60,128.24,126.90,128.36,129.81,16850,67.04314517,0.720720721,0.765765766,0.707007007,0.447730848,0.538690672
24/09/2014,129.00,129.20,129.00,129.15,410,289,128.63,128.39,127.32,128.49,129.67,17139,70.74812761,1,0.813813814,0.775775776,0.438602048,0.513668516
25/09/2014,129.00,129.15,128.90,129.15,500,396,128.66,128.52,127.74,128.62,129.49,17139,70.74812761,1,0.906906907,0.828828829,0.425755693,0.49169031
26/09/2014,129.10,129.10,129.05,129.10,50,55,128.74,128.64,127.77,128.60,129.44,17084,69.83758769,0.944444444,0.981481481,0.900734067,0.408176233,0.470811791
30/09/2014,130.50,130.70,130.25,130.40,5080,2759,128.98,128.69,127.54,128.67,129.81,19843,77.82769912,1,0.981481481,0.95662329,0.441425431,0.463465201
01/10/2014,130.31,130.56,130.06,130.51,5210,2905,129.23,128.76,127.37,128.76,130.15,22748,78.35030297,1,0.981481481,0.981481481,0.465847582,0.464060796
02/10/2014,131.13,132.28,131.13,132.13,8380,4702,129.62,128.92,126.98,128.97,130.95,27450,84.24130431,1,1,0.987654321,0.543449935,0.483908081
03/10/2014,133.00,133.69,132.79,132.79,7530,4355,130.06,129.15,126.67,129.21,131.74,31805,85.9220096,1,1,0.99382716,0.622663389,0.518596908
06/10/2014,132.17,133.15,132.10,133.00,4830,2469,130.54,129.39,126.51,129.46,132.41,34274,86.41835469,1,1,1,0.684094041,0.559971191
07/10/2014,132.99,133.14,132.79,132.84,7140,2779,131.01,129.62,126.52,129.71,132.91,31495,83.98867424,0.965957447,0.988652482,0.996217494,0.716301799,0.599053843
08/10/2014,132.50,132.80,132.40,132.50,5180,2793,131.38,129.84,126.50,129.89,133.28,28702,78.91144494,0.885057471,0.950338306,0.979663596,0.718389969,0.628887875
09/10/2014,133.30,134.30,133.20,134.25,10360,6776,131.95,130.10,126.32,130.16,134.01,35478,84.20428852,1,0.950338306,0.963109698,0.779334648,0.666499568
10/10/2014,134.90,134.90,134.35,134.80,3810,2189,132.58,130.38,126.16,130.46,134.75,37667,85.44103862,1,0.961685824,0.954120812,0.837696034,0.709298684
13/10/2014,134.10,135.00,134.10,135.00,2720,1399,133.09,130.67,126.11,130.76,135.42,39066,85.87415943,1,1,0.97067471,0.879532268,0.75185708
14/10/2014,135.10,136.50,135.10,136.45,5140,2656,133.75,131.03,126.04,131.17,136.30,41722,88.53677349,1,1,0.987228608,0.956521255,0.803023124
15/10/2014,135.91,136.37,134.82,134.87,5020,2280,134.06,131.34,126.31,131.50,136.69,39442,72.50034167,0.785034014,0.928344671,0.97611489,0.942188624,0.837814499
16/10/2014,134.50,135.75,134.50,135.20,4350,2896,134.32,131.68,126.64,131.84,137.05,42338,73.57683281,0.829931973,0.871655329,0.933333333,0.931339091,0.861195647
17/10/2014,135.10,135.80,135.10,135.35,1600,584,134.58,132.01,126.97,132.18,137.38,42922,74.0736387,0.818181818,0.811049268,0.870349756,0.916367986,0.874988732
20/10/2014,135.30,136.00,135.30,135.70,171,714,134.90,132.35,127.35,132.52,137.70,43636,75.24328961,0.873737374,0.840617055,0.841107217,0.906093159,0.882764839
21/10/2014,136.00,136.25,135.95,136.05,276,1525,135.30,132.69,127.82,132.89,137.97,45161,76.39035667,0.907407407,0.8664422,0.839369508,0.899567207,0.886965431
22/10/2014,136.70,137.10,136.65,137.05,304,1799,135.61,133.09,128.33,133.31,138.30,46960,79.33627749,1,0.92704826,0.878035838,0.920900332,0.895449156
23/10/2014,137.51,138.20,137.51,138.05,401,1948,135.97,133.54,128.75,133.76,138.77,48908,81.78403559,1,0.969135802,0.920875421,0.963355112,0.912425645
24/10/2014,138.40,138.85,138.40,138.65,111,878,136.37,133.99,129.26,134.23,139.21,49786,83.07917745,1,1,0.965394688,1.006182225,0.93586479
27/10/2014,139.00,139.00,138.25,138.40,212,578,136.59,134.43,130.00,134.70,139.40,49208,80.51060567,0.959349593,0.986449864,0.985195222,1.01643627,0.95600766
28/10/2014,138.20,138.65,138.20,138.65,107,742,137.01,134.89,130.55,135.11,139.68,49950,81.13860337,1,0.986449864,0.990966576,1.020301598,0.972081145
29/10/2014,138.60,138.65,138.40,138.65,233,1938,137.39,135.28,131.23,135.52,139.81,49950,81.13860337,1,0.986449864,0.986449864,1.009729328,0.981493191
30/10/2014,138.50,138.60,138.50,138.55,78,1160,137.75,135.66,131.65,135.84,140.03,48790,79.94359014,0.973544974,0.991181658,0.988027129,0.984367337,0.982211727
31/10/2014,143.77,144.37,143.42,144.22,342,1392,138.70,136.24,131.08,136.41,141.74,50182,89.44020027,1,0.991181658,0.989604393,1.163908435,1.027635904
03/11/2014,144.33,144.63,142.53,142.93,538,2235,139.46,136.72,131.11,136.91,142.71,47947,80.14261334,0.862032086,0.945192353,0.97585189,1.238609692,1.080379351
04/11/2014,142.20,143.05,141.50,142.85,523,2725,140.11,137.19,131.38,137.41,143.44,45222,79.59005106,0.848115299,0.903382462,0.946585491,1.276679201,1.129454314
05/11/2014,143.15,144.32,142.32,144.07,499,2757,140.77,137.73,131.73,137.99,144.24,47979,81.66605503,0.983089064,0.897745483,0.915440099,1.33380653,1.180542368
06/11/2014,143.99,145.25,143.99,145.25,350,971,141.51,138.33,131.78,138.54,145.29,48950,83.42241812,1,0.943734788,0.914954244,1.403076311,1.236175854
07/11/2014,145.45,145.75,144.80,145.15,273,745,142.26,138.85,131.95,139.05,146.16,48205,82.69937651,0.989130435,0.990739833,0.944073368,1.433956433,1.285620999
10/11/2014,145.30,145.60,144.45,144.50,252,1184,142.91,139.31,132.30,139.53,146.76,47021,77.9689506,0.908536585,0.965889007,0.966787876,1.414972755,1.317958938
11/11/2014,143.75,144.40,143.70,144.10,264,1456,143.51,139.75,132.57,139.91,147.26,45565,75.12126386,0.840277778,0.912648266,0.956425702,1.366884952,1.330190441
12/11/2014,143.99,144.75,143.45,143.60,463,2599,144.07,140.09,133.22,140.35,147.48,42966,71.60092976,0.759124088,0.835979484,0.904838919,1.293358291,1.320982404
13/11/2014,144.06,144.46,142.96,143.26,333,1328,143.97,140.49,133.93,140.75,147.58,41638,69.22529639,0.709489051,0.769630305,0.839419352,1.206896387,1.292460899
14/11/2014,143.00,143.50,142.90,142.90,180,735,143.96,140.85,134.72,141.13,147.54,40903,66.70177823,0.649253731,0.705955623,0.770521804,1.110821046,1.247050936
17/11/2014,142.57,142.70,142.01,142.30,484,1661,143.90,141.18,135.54,141.46,147.38,39242,62.60551696,0.559701493,0.639481425,0.705022451,0.999852172,1.185251245
18/11/2014,142.95,143.85,142.95,143.55,256,853,143.85,141.56,136.40,141.83,147.27,40095,67.13388809,0.746268657,0.651741294,0.665726114,0.945661279,1.125353754
19/11/2014,143.20,143.80,143.00,143.35,481,1085,143.63,141.91,137.15,142.15,147.15,39010,65.76170455,0.355932203,0.553967451,0.61506339,0.883876939,1.06498455
21/11/2014,143.30,143.40,142.90,143.15,89,271,143.41,142.20,137.76,142.40,147.05,38739,64.34534912,0.288135593,0.463445484,0.556384743,0.817009684,1.002990834
24/11/2014,143.15,143.45,143.15,143.40,163,515,143.29,142.45,138.32,142.64,146.97,39254,65.34995943,0.372881356,0.338983051,0.452131995,0.763334749,0.943076812
25/11/2014,143.75,144.05,143.55,144.00,162,694,143.28,142.71,139.03,142.92,146.82,39948,67.70204136,0.576271186,0.412429379,0.404952638,0.733259538,0.890622494
26/11/2014,144.45,144.55,144.35,144.55,207,1904,143.38,143.00,139.80,143.22,146.64,41852,69.73042957,0.762711864,0.570621469,0.440677966,0.720082967,0.847987612
27/11/2014,144.80,144.95,144.80,144.95,77,531,143.57,143.30,140.75,143.53,146.31,42383,71.14952299,0.929824561,0.756269204,0.579773351,0.714762043,0.81468122
28/11/2014,145.38,146.38,144.93,146.13,410,1596,143.93,143.66,142.03,143.91,145.80,43979,74.88948393,1,0.897512142,0.741467605,0.743594519,0.796909545
01/12/2014,145.82,147.12,145.82,146.97,387,1950,144.45,144.06,141.74,144.05,146.36,45929,77.15937023,1,0.976608187,0.876796511,0.786171591,0.794225056
02/12/2014,146.49,146.55,146.00,146.45,575,2027,144.77,144.16,141.75,144.22,146.70,43902,72.77374105,0.888650964,0.962883655,0.945667995,0.790169582,0.793211188
03/12/2014,146.69,147.04,145.89,145.94,877,3679,145.06,144.31,141.88,144.38,146.87,40223,68.65229329,0.779443255,0.889364739,0.942952194,0.764636956,0.78606763
04/12/2014,144.99,145.09,143.89,144.34,1002,4862,145.19,144.38,141.90,144.39,146.88,35361,57.62603149,0.436830835,0.701641685,0.851296693,0.677662583,0.758966368
05/12/2014,143.01,143.70,143.01,143.45,541,2617,145.20,144.35,141.81,144.30,146.79,32744,52.5683412,0.246252677,0.487508922,0.692838449,0.569283373,0.711545619
08/12/2014,143.11,143.66,143.11,143.41,521,1704,145.13,144.26,141.73,144.22,146.70,31040,52.34597362,0.068062827,0.250382113,0.47984424,0.475985719,0.652655644
09/12/2014,142.80,143.55,142.30,143.45,789,3005,145.01,144.18,141.66,144.16,146.67,34045,52.56207501,0.078534031,0.130949845,0.289613627,0.398523229,0.589122541
10/12/2014,143.05,143.30,142.30,142.60,401,1660,144.75,144.09,141.49,144.09,146.68,32385,47.6201893,0,0.04886562,0.143399193,0.302403835,0.517442864
11/12/2014,143.00,143.00,141.80,142.80,612,2015,144.38,144.03,141.40,144.05,146.70,34400,48.8390513,0.04576659,0.041433541,0.073749668,0.230715105,0.445760924
12/12/2014,142.00,142.27,141.72,141.87,184,559,143.81,143.94,141.18,143.98,146.78,33841,43.74191715,0,0.01525553,0.035184897,0.138221521,0.368876074
15/12/2014,142.05,142.20,141.80,141.80,112,339,143.30,143.87,141.00,143.92,146.84,33502,43.37497479,0,0.01525553,0.023981534,0.061690563,0.292079696
16/12/2014,141.62,141.62,141.19,141.29,298,1000,142.78,143.80,140.81,143.87,146.94,32502,40.69634747,0,-3.93E-17,0.010170353,-0.017371389,0.214716925
17/12/2014,141.04,141.84,141.04,141.79,247,893,142.50,143.77,140.59,143.78,146.98,33395,44.32635264,0.088028169,0.029342723,0.014866084,-0.060702993,0.145861945
18/12/2014,142.29,142.29,142.14,142.19,93,331,142.36,143.71,140.46,143.73,146.99,33726,47.11524022,0.158450704,0.082159624,0.037167449,-0.07916876,0.089604269
19/12/2014,142.00,142.20,141.50,142.05,102,453,142.20,143.65,140.33,143.67,147.01,33273,46.24212444,0.147286822,0.131255232,0.080919193,-0.097648406,0.0427911
22/12/2014,142.50,142.60,142.25,142.40,126,341,142.09,143.61,140.24,143.62,147.00,33614,48.79678023,0.238709677,0.181482401,0.131632419,-0.098039466,0.007583459
23/12/2014,142.45,142.94,142.44,142.49,342,1718,142.08,143.57,140.13,143.55,146.96,35332,49.46185238,0.393442623,0.259813041,0.190850224,-0.093792867,-0.017760623
26/12/2014,143.20,143.20,142.85,143.20,98,356,142.12,143.53,140.10,143.48,146.86,35688,54.48448565,0.884259259,0.50547052,0.315588654,-0.063393308,-0.029168794
29/12/2014,143.30,143.30,143.05,143.30,86,378,142.28,143.47,140.08,143.40,146.71,36066,55.16041311,0.930555556,0.736085813,0.500456458,-0.035253563,-0.030689986
30/12/2014,142.35,142.75,142.20,142.55,228,918,142.36,143.36,140.13,143.22,146.30,35148,49.2527337,0.583333333,0.799382716,0.680313016,-0.040171281,-0.03306031
02/01/2015,142.82,142.99,142.08,142.43,114,263,142.49,143.18,140.42,142.99,145.56,34885,48.36028567,0.567164179,0.693684356,0.743050962,-0.047853435,-0.036758591
05/01/2015,143.10,143.49,142.95,143.15,319,984,142.64,143.00,140.80,142.83,144.85,35869,53.7726556,0.925373134,0.691956882,0.728341318,-0.027005393,-0.034320292
06/01/2015,142.77,142.97,142.62,142.87,213,934,142.72,142.83,141.23,142.67,144.11,34935,51.51156181,0.786069652,0.759535655,0.715058964,-0.020603552,-0.030891107
07/01/2015,142.39,142.44,141.84,141.89,466,1856,142.70,142.63,141.29,142.55,143.81,33079,44.46428777,0.298507463,0.669983416,0.707158651,-0.051027245,-0.035925141
08/01/2015,142.30,142.85,142.30,142.75,317,1323,142.74,142.56,141.32,142.51,143.71,34402,50.82256389,0.726368159,0.603648425,0.677722499,-0.042759134,-0.03763364
09/01/2015,142.05,142.90,142.05,142.85,217,774,142.78,142.53,141.35,142.49,143.62,35176,51.51764735,0.701986755,0.575620792,0.616417544,-0.032119556,-0.036255119
12/01/2015,143.20,143.45,143.10,143.35,313,1156,142.79,142.53,141.36,142.48,143.60,36332,54.94654016,1,0.809451638,0.662906952,-0.005215306,-0.028495165
13/01/2015,143.50,143.90,143.00,143.75,605,3572,142.84,142.54,141.29,142.54,143.78,39904,57.53407093,1,0.900662252,0.761911561,0.03034054,-0.013786239
14/01/2015,143.68,144.00,143.68,143.80,349,3620,142.98,142.60,141.23,142.59,143.95,43524,57.85986859,1,1,0.903371297,0.059432978,0.004518565
15/01/2015,143.30,143.68,143.28,143.58,432,2440,143.11,142.64,141.29,142.67,144.06,41084,55.83025078,0.884816754,0.961605585,0.954089279,0.073321579,0.021719319
16/01/2015,143.83,144.23,143.83,144.18,363,1316,143.22,142.75,141.32,142.79,144.26,42400,59.95586825,1,0.961605585,0.974403723,0.104925814,0.042520942
19/01/2015,143.80,144.10,143.80,144.10,147,669,143.36,142.86,141.53,142.93,144.34,41731,59.16239337,0.965065502,0.949960752,0.957723974,0.125250713,0.063203385
20/01/2015,143.51,143.90,143.20,143.60,384,1324,143.55,142.97,141.70,143.02,144.35,40407,54.32341945,0.746724891,0.903930131,0.938498823,0.121345932,0.077739022
21/01/2015,143.50,143.70,143.45,143.60,252,1152,143.65,143.05,141.80,143.09,144.39,40407,54.32341945,0.746724891,0.819505095,0.891131993,0.116725236,0.087485575
22/01/2015,143.40,143.40,143.10,143.20,384,1372,143.68,143.10,141.95,143.15,144.35,39035,50.49175584,0.572052402,0.688500728,0.803978651,0.097132362,0.089897272
23/01/2015,143.20,143.45,143.20,143.40,191,611,143.69,143.16,142.05,143.20,144.35,39646,52.30327737,0.659388646,0.659388646,0.722464823,0.087843617,0.089383858
26/01/2015,143.20,143.35,143.10,143.35,99,936,143.65,143.21,142.14,143.25,144.35,38710,51.79305186,0.637554585,0.622998544,0.656962639,0.077654925,0.086451625
27/01/2015,142.95,143.16,142.85,143.06,236,1647,143.56,143.24,142.13,143.24,144.35,37063,48.81844298,0.216783217,0.504575483,0.595654224,0.058204986,0.079389965
28/01/2015,142.85,142.85,142.75,142.75,230,1444,143.47,143.21,142.08,143.21,144.34,35619,45.79092872,0,0.284779267,0.470784431,0.031054401,0.067306074
29/01/2015,142.97,143.12,142.97,143.12,104,566,143.35,143.21,142.15,143.24,144.33,36185,49.79305497,0.258741259,0.158508159,0.315954303,0.022901547,0.056204942
30/01/2015,142.71,143.30,142.70,143.25,343,1302,143.26,143.24,142.26,143.28,144.30,37487,51.15746017,0.34965035,0.202797203,0.215361543,0.020964706,0.047394883
02/02/2015,143.39,143.64,143.19,143.29,174,395,143.22,143.28,142.27,143.29,144.31,37882,51.59335914,0.377622378,0.328671329,0.22999223,0.020633561,0.040704553
03/02/2015,142.99,143.04,142.84,142.99,121,611,143.16,143.27,142.28,143.29,144.31,37271,48.1244023,0.167832168,0.298368298,0.276612277,0.009228478,0.032835534
04/02/2015,142.70,143.23,142.68,142.98,327,1120,143.13,143.28,142.55,143.35,144.15,36151,48.00852806,0.160839161,0.235431235,0.287490287,-0.000143612,0.024590748
05/02/2015,143.50,143.50,143.05,143.05,95,228,143.09,143.33,142.60,143.36,144.13,36379,48.9354094,0.222222222,0.183631184,0.239143572,-0.004906415,0.017216457
06/02/2015,143.34,143.34,143.04,143.04,109,278,143.06,143.35,142.63,143.37,144.12,36101,48.80156125,0.341176471,0.241412618,0.220158346,-0.008917539,0.010682958
09/02/2015,143.05,143.20,142.75,143.05,70,280,143.06,143.36,142.60,143.36,144.11,36381,48.95192847,0.352941176,0.305446623,0.243496808,-0.011564885,0.005120997
10/02/2015,142.96,143.20,142.80,143.05,125,909,143.09,143.34,142.58,143.32,144.07,36381,48.95192847,0.461538462,0.385218703,0.310692648,-0.013477922,0.000471268
11/02/2015,143.40,143.50,143.10,143.45,158,398,143.13,143.33,142.59,143.30,144.02,36779,55.07307181,1,0.604826546,0.431830624,-0.000276162,0.00028441
12/02/2015,143.39,143.79,143.24,143.29,116,527,143.13,143.30,142.58,143.29,144.00,36252,52.36808841,0.771428571,0.744322344,0.578122531,0.004206544,0.001264944
13/02/2015,143.21,143.35,143.20,143.30,91,383,143.13,143.29,142.67,143.25,143.82,36635,52.52503599,0.785714286,0.852380952,0.733843281,0.008007116,0.002950487
18/02/2015,143.38,143.48,143.38,143.38,17,96,143.18,143.25,142.78,143.21,143.64,36731,53.8355421,0.9,0.819047619,0.805250305,0.013765537,0.005654249
19/02/2015,143.20,143.30,143.05,143.20,94,478,143.20,143.21,142.80,143.19,143.58,36253,50.46039831,0.468085106,0.717933131,0.796453901,0.011545186,0.007126984
20/02/2015,143.53,143.63,143.23,143.38,77,490,143.24,143.20,142.83,143.18,143.53,36743,53.59358243,0.85106383,0.739716312,0.758899021,0.016192765,0.009393429
23/02/2015,143.88,143.98,143.78,143.93,147,995,143.34,143.21,142.73,143.22,143.70,37738,61.58782272,1,0.773049645,0.743566363,0.039536217,0.016929126
24/02/2015,143.89,143.95,143.85,143.85,130,343,143.43,143.25,142.69,143.24,143.79,37395,59.96958551,0.915789474,0.922284434,0.811683464,0.054298343,0.02627143
25/02/2015,143.56,143.61,143.51,143.51,140,705,143.48,143.25,142.68,143.25,143.81,36690,53.53184911,0.557894737,0.824561404,0.839965161,0.052779185,0.032898369
26/02/2015,143.75,143.75,143.60,143.65,102,472,143.50,143.27,142.69,143.28,143.86,37162,55.64336585,0.685393258,0.71969249,0.822179443,0.05597736,0.038668117
27/02/2015,144.60,144.75,144.50,144.65,80,284,143.65,143.34,142.58,143.37,144.16,37446,67.13201302,1,0.747762665,0.764005519,0.093905548,0.052477474
02/03/2015,144.73,144.93,144.63,144.63,33,269,143.80,143.43,142.49,143.45,144.40,37177,66.75958819,0.9875,0.890964419,0.786139858,0.121464196,0.069724155
03/03/2015,144.50,145.20,144.40,145.10,255,1342,143.99,143.52,142.35,143.54,144.73,38519,70.85192516,1,0.995833333,0.878186806,0.158265777,0.09185956
04/03/2015,145.49,145.69,145.49,145.64,76,238,144.26,143.64,142.16,143.66,145.15,38757,74.70509868,1,0.995833333,0.960877029,0.204247137,0.119956454
05/03/2015,145.90,145.90,145.65,145.80,41,166,144.53,143.76,142.07,143.80,145.52,38923,75.72888501,1,1,0.997222222,0.243057839,0.1507318
06/03/2015,145.01,146.06,145.01,146.01,122,507,144.76,143.90,142.02,143.95,145.88,39430,77.04226206,1,1,0.998611111,0.277566892,0.182440573
09/03/2015,146.20,146.95,146.20,146.90,99,444,145.10,144.09,141.87,144.14,146.41,39874,81.58927327,1,1,1,0.332578254,0.219974994
